50005,Elite
50016,Elite
50020,Supp
50033,Credit
50034,Supp
50039,Elite
50054,Elite
50075,Credit
50093,Elite
50108,Credit
50127,Supp
50140,Credit
50145,Supp
50152,Supp
50190,Supp
50195,Supp
50200,Supp
50212,Elite
50213,Credit
50220,Elite
50224,Credit
50226,Elite
50233,Credit
50242,Supp
50245,Elite
50251,Credit
50253,Supp
50263,Credit
50302,Supp
50305,Elite
50318,Elite
50319,Supp
50323,Elite
50336,Elite
50357,Elite
50358,Supp
50364,Elite
50374,Elite
50378,Supp
50402,Supp
50403,Supp
50418,Supp
50424,Credit
50431,Credit
50433,Credit
50442,Elite
50448,Elite
50455,Elite
50468,Elite
50473,Credit
50486,Supp
50489,Elite
50507,Supp
50511,Credit
50515,Supp
50516,Credit
50523,Elite
50557,Credit
50558,Supp
50585,Credit
50591,Elite
50606,Elite
50607,Elite
50614,Credit
50617,Supp
50618,Elite
50633,Supp
50638,Supp
50640,Elite
50652,Elite
50656,Supp
50669,Credit
50700,Supp
50704,Supp
50714,Supp
50715,Elite
50721,Elite
50722,Credit
50736,Elite
50739,Elite
50752,Supp
50755,Supp
50765,Supp
50782,Elite
50792,Supp
50798,Supp
50802,Supp
50804,Elite
50818,Supp
50832,Supp
50841,Supp
50842,Supp
50865,Credit
50867,Supp
50872,Credit
50877,Supp
50880,Supp
50885,Credit
50906,Supp
50914,Supp
50916,Supp
50951,Supp
50958,Elite
50960,Credit
50964,Elite
50965,Elite
50968,Supp
50972,Supp
50994,Supp
51004,Elite
51014,Elite
51016,Elite
51023,Supp
51027,Elite
51029,Supp
51032,Supp
51040,Supp
51042,Supp
51048,Credit
51051,Supp
51075,Elite
51076,Elite
51090,Elite
51095,Supp
51107,Supp
51130,Credit
51137,Supp
51138,Elite
51172,Elite
51175,Elite
51179,Credit
51188,Supp
51194,Supp
51218,Credit
51237,Credit
51247,Elite
51248,Elite
51249,Supp
51254,Supp
51255,Supp
51256,Credit
51273,Elite
51277,Supp
51294,Supp
51332,Elite
51341,Elite
51348,Credit
51370,Supp
51384,Credit
51395,Supp
51402,Supp
51420,Elite
51425,Supp
51470,Supp
51480,Credit
51488,Credit
