50005,Credit
50016,Elite
50020,Supp
50022,Credit
50034,Supp
50036,Supp
50054,Elite
50075,Credit
50093,Elite
50108,Credit
50127,Supp
50129,Credit
50134,Elite
50148,Supp
50173,Elite
50181,Credit
50190,Supp
50200,Supp
50212,Elite
50215,Supp
50220,Elite
50242,Supp
50245,Elite
50251,Supp
50256,Supp
50263,Credit
50287,Elite
50289,Supp
50302,Supp
50305,Elite
50317,Credit
50318,Elite
50355,Supp
50358,Supp
50367,Supp
50374,Elite
50384,Supp
50390,Credit
50391,Supp
50402,Supp
50403,Supp
50417,Elite
50419,Credit
50422,Credit
50424,Credit
50431,Credit
50442,Elite
50447,Supp
50456,Credit
50468,Elite
50473,Credit
50476,Credit
50486,Supp
50489,Elite
50498,Supp
50507,Supp
50515,Supp
50516,Credit
50518,Elite
50537,Credit
50541,Supp
50553,Supp
50557,Elite
50606,Elite
50607,Elite
50613,Supp
50630,Supp
50633,Supp
50638,Supp
50640,Elite
50644,Supp
50646,Elite
50647,Credit
50661,Supp
50690,Supp
50704,Supp
50714,Supp
50721,Credit
50722,Credit
50725,Credit
50742,Supp
50752,Supp
50755,Supp
50775,Credit
50782,Elite
50792,Supp
50818,Supp
50833,Supp
50841,Supp
50842,Supp
50867,Supp
50868,Supp
50877,Supp
50889,Elite
50902,Credit
50906,Supp
50916,Supp
50947,Credit
50961,Supp
50972,Supp
50990,Supp
50994,Supp
51014,Elite
51040,Supp
51051,Supp
51066,Supp
51075,Elite
51076,Elite
51077,Elite
51090,Elite
51095,Supp
51097,Credit
51137,Supp
51144,Elite
51154,Credit
51168,Elite
51179,Credit
51194,Supp
51202,Supp
51211,Credit
51218,Credit
51220,Elite
51225,Supp
51227,Supp
51233,Supp
51235,Supp
51242,Supp
51247,Elite
51248,Elite
51249,Supp
51255,Supp
51256,Credit
51269,Supp
51277,Supp
51288,Credit
51294,Supp
51309,Supp
51316,Credit
51323,Supp
51334,Elite
51341,Elite
51348,Credit
51362,Supp
51367,Credit
51368,Supp
51378,Supp
51380,Credit
51382,Credit
51384,Credit
51402,Supp
51403,Supp
51407,Supp
51425,Supp
51438,Supp
51444,Credit
51446,Supp
51470,Supp
51507,Credit
51525,Supp
51537,Elite
51538,Supp
51544,Credit
51569,Supp
51580,Supp
51582,Elite
51590,Elite
51592,Elite
51600,Elite
51610,Supp
51614,Supp
51625,Credit
51636,Credit
51640,Supp
51655,Supp
51656,Supp
51671,Supp
51680,Supp
51696,Supp
51701,Credit
51737,Supp
51746,Supp
51752,Supp
51754,Elite
51755,Elite
51772,Supp
51774,Credit
51781,Supp
51788,Supp
51827,Elite
51830,Elite
51836,Elite
51840,Credit
51846,Credit
51849,Supp
51851,Credit
51888,Credit
51905,Supp
51931,Supp
51946,Supp
51953,Credit
51965,Elite
51989,Elite
52014,Supp
52026,Elite
52036,Supp
52057,Elite
52108,Credit
52121,Credit
52123,Supp
52130,Supp
52139,Credit
52173,Supp
52187,Supp
52189,Supp
52195,Supp
52208,Elite
52216,Supp
52220,Supp
52226,Supp
52239,Supp
52242,Supp
52247,Elite
52252,Supp
52268,Supp
52269,Credit
52275,Supp
52289,Supp
52298,Supp
52309,Credit
52319,Supp
52329,Supp
52332,Supp
52342,Credit
52346,Supp
52353,Elite
