50005,Elite
50016,Elite
50052,Elite
50054,Elite
50059,Elite
50075,Credit
50086,Credit
50088,Elite
50090,Elite
50094,Credit
50108,Credit
50127,Supp
50129,Credit
50134,Elite
50145,Elite
50149,Credit
50153,Elite
50160,Credit
50189,Credit
50201,Credit
50213,Elite
50220,Elite
50224,Credit
50245,Elite
50256,Credit
50261,Elite
50300,Credit
50305,Elite
50307,Credit
50318,Elite
50333,Credit
50336,Elite
50344,Elite
50357,Elite
50362,Elite
50367,Credit
50379,Credit
50390,Credit
50399,Credit
50421,Elite
50424,Credit
50432,Credit
50442,Elite
50448,Elite
50455,Elite
50464,Elite
50468,Elite
50476,Elite
50489,Elite
50502,Elite
50511,Credit
50524,Elite
50537,Credit
50566,Credit
50589,Credit
50590,Credit
50606,Elite
50614,Elite
50625,Credit
50640,Elite
50677,Credit
50693,Credit
50709,Elite
50721,Elite
50722,Credit
50725,Credit
50728,Credit
50741,Elite
50748,Credit
50775,Elite
50776,Elite
50780,Elite
50782,Elite
50786,Credit
50797,Elite
50810,Credit
50819,Credit
50821,Elite
50834,Elite
50840,Elite
50905,Elite
50909,Credit
50911,Credit
50922,Credit
50946,Elite
50965,Elite
50970,Credit
50971,Elite
50973,Credit
50980,Elite
50992,Elite
51006,Elite
51014,Elite
51058,Credit
51064,Elite
51075,Elite
51076,Elite
51090,Elite
51091,Elite
51093,Credit
51112,Credit
51120,Elite
51144,Elite
51154,Credit
51162,Credit
51170,Elite
51172,Credit
51173,Credit
51175,Elite
51178,Elite
51190,Elite
51220,Elite
51236,Credit
51237,Credit
51247,Elite
51248,Elite
51256,Credit
51259,Elite
51260,Elite
51266,Credit
51270,Credit
51301,Elite
51307,Elite
51320,Elite
51334,Elite
51336,Credit
51355,Elite
51382,Elite
51408,Credit
51418,Elite
51420,Credit
51436,Credit
51442,Elite
51461,Credit
51478,Elite
51488,Credit
51499,Elite
51510,Credit
51527,Credit
51535,Elite
51537,Elite
51540,Elite
51544,Credit
51558,Credit
51563,Credit
51577,Elite
51578,Elite
51596,Elite
51606,Elite
51618,Elite
51619,Elite
51620,Credit
51630,Credit
51632,Credit
51662,Credit
51663,Elite
